Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Season
419,2023-05-22,C-419,Female,44,Clothing,3,30,90,Spring
420,2023-01-23,C-420,Female,22,Clothing,4,500,2000,Winter
421,2023-01-02,C-421,Female,37,Clothing,3,500,1500,Winter
422,2023-06-20,C-422,Female,28,Clothing,3,30,90,Summer
423,2023-03-08,C-423,Female,27,Clothing,1,25,25,Spring
424,2023-11-23,C-424,Male,57,Beauty,4,300,1200,Fall
425,2023-05-15,C-425,Female,55,Electronics,4,30,120,Spring
426,2023-03-24,C-426,Male,23,Electronics,3,50,150,Spring
427,2023-08-15,C-427,Male,25,Electronics,1,25,25,Summer
428,2023-10-10,C-428,Female,40,Electronics,4,50,200,Fall
429,2023-12-28,C-429,Male,64,Electronics,2,25,50,Winter
430,2023-08-07,C-430,Female,43,Electronics,3,300,900,Summer
431,2023-10-15,C-431,Male,63,Electronics,4,300,1200,Fall
432,2023-01-05,C-432,Female,60,Electronics,2,500,1000,Winter
433,2023-02-27,C-433,Male,29,Beauty,4,50,200,Winter
434,2023-02-08,C-434,Female,43,Electronics,2,25,50,Winter
435,2023-12-20,C-435,Female,30,Beauty,3,300,900,Winter
436,2023-03-18,C-436,Female,57,Clothing,4,30,120,Spring
437,2023-10-07,C-437,Female,35,Electronics,4,300,1200,Fall
438,2023-01-19,C-438,Female,42,Clothing,1,30,30,Winter
439,2023-07-09,C-439,Male,50,Clothing,3,25,75,Summer
440,2023-10-26,C-440,Male,64,Clothing,2,300,600,Fall
441,2023-10-10,C-441,Male,57,Beauty,4,300,1200,Fall
442,2023-03-17,C-442,Female,60,Clothing,4,25,100,Spring
443,2023-08-09,C-443,Male,29,Clothing,2,300,600,Summer
444,2023-03-07,C-444,Female,61,Clothing,3,30,90,Spring
445,2023-01-22,C-445,Female,53,Electronics,1,300,300,Winter
446,2023-06-07,C-446,Male,21,Electronics,1,50,50,Summer
447,2023-07-06,C-447,Male,22,Beauty,4,500,2000,Summer
448,2023-01-21,C-448,Female,54,Beauty,2,30,60,Winter
449,2023-07-03,C-449,Male,25,Electronics,4,50,200,Summer
450,2023-04-18,C-450,Female,59,Beauty,2,25,50,Spring
451,2023-12-16,C-451,Female,45,Electronics,1,30,30,Winter
452,2023-05-08,C-452,Female,48,Clothing,3,500,1500,Spring
453,2023-12-08,C-453,Female,26,Clothing,2,500,1000,Winter
454,2023-02-22,C-454,Female,46,Beauty,1,25,25,Winter
455,2023-07-01,C-455,Male,31,Electronics,4,25,100,Summer
456,2023-10-14,C-456,Male,57,Electronics,2,30,60,Fall
457,2023-07-28,C-457,Female,58,Beauty,3,300,900,Summer
458,2023-11-14,C-458,Female,39,Electronics,4,25,100,Fall
459,2023-03-21,C-459,Male,28,Clothing,4,300,1200,Spring
460,2023-05-02,C-460,Male,40,Beauty,1,50,50,Spring
461,2023-03-25,C-461,Female,18,Beauty,2,500,1000,Spring
462,2023-04-01,C-462,Male,63,Electronics,4,300,1200,Spring
463,2023-07-31,C-463,Female,54,Beauty,3,500,1500,Summer
464,2023-01-13,C-464,Male,38,Electronics,2,300,600,Winter
465,2023-04-02,C-465,Female,43,Electronics,3,50,150,Spring
466,2023-06-20,C-466,Male,63,Electronics,4,25,100,Summer
467,2023-07-30,C-467,Female,53,Electronics,3,50,150,Summer
468,2023-12-09,C-468,Male,40,Electronics,1,25,25,Winter
469,2023-05-08,C-469,Male,18,Beauty,3,25,75,Spring
470,2023-05-17,C-470,Female,57,Clothing,2,500,1000,Spring
471,2023-03-23,C-471,Male,32,Clothing,3,50,150,Spring
472,2023-12-26,C-472,Female,38,Beauty,3,300,900,Winter
473,2023-02-25,C-473,Male,64,Beauty,1,50,50,Winter
474,2023-07-15,C-474,Female,26,Clothing,3,500,1500,Summer
475,2023-01-20,C-475,Male,26,Clothing,3,25,75,Winter
476,2023-08-29,C-476,Female,27,Clothing,4,500,2000,Summer
477,2023-04-24,C-477,Male,43,Clothing,4,30,120,Spring
478,2023-04-13,C-478,Female,58,Clothing,2,30,60,Spring
479,2023-08-24,C-479,Male,52,Electronics,4,300,1200,Summer
480,2023-06-29,C-480,Female,42,Beauty,4,500,2000,Summer
481,2023-06-06,C-481,Female,43,Electronics,4,300,1200,Summer
482,2023-04-27,C-482,Female,28,Clothing,4,300,1200,Spring
483,2023-04-25,C-483,Male,55,Clothing,1,30,30,Spring
484,2023-01-13,C-484,Female,19,Clothing,4,300,1200,Winter
485,2023-12-04,C-485,Male,24,Electronics,1,30,30,Winter
486,2023-04-09,C-486,Female,35,Electronics,1,25,25,Spring
487,2023-07-24,C-487,Male,44,Clothing,4,500,2000,Summer
488,2023-06-18,C-488,Female,51,Electronics,3,300,900,Summer
489,2023-05-23,C-489,Male,44,Electronics,1,30,30,Spring
490,2023-02-05,C-490,Male,34,Clothing,3,50,150,Winter
491,2023-05-23,C-491,Female,60,Electronics,3,300,900,Spring
492,2023-06-29,C-492,Male,61,Beauty,4,25,100,Summer
493,2023-11-25,C-493,Male,41,Beauty,2,25,50,Fall
494,2023-09-18,C-494,Female,42,Beauty,4,50,200,Fall
495,2023-07-24,C-495,Male,24,Beauty,2,30,60,Summer
496,2023-12-14,C-496,Male,23,Clothing,2,300,600,Winter
497,2023-10-02,C-497,Male,41,Clothing,4,30,120,Fall
498,2023-06-19,C-498,Female,50,Clothing,4,25,100,Summer
499,2023-01-15,C-499,Male,46,Beauty,2,30,60,Winter
500,2023-03-01,C-500,Female,60,Beauty,4,25,100,Spring
501,2023-05-14,C-501,Male,39,Electronics,2,30,60,Spring
502,2023-04-02,C-502,Male,43,Electronics,3,50,150,Spring
503,2023-10-25,C-503,Male,45,Beauty,4,500,2000,Fall
504,2023-05-16,C-504,Female,38,Beauty,3,50,150,Spring
505,2023-01-20,C-505,Male,24,Beauty,1,50,50,Winter
506,2023-02-25,C-506,Male,34,Beauty,3,500,1500,Winter
507,2023-11-02,C-507,Female,37,Electronics,3,500,1500,Fall
508,2023-08-11,C-508,Male,58,Beauty,2,300,600,Summer
509,2023-06-26,C-509,Female,37,Electronics,3,300,900,Summer
510,2023-06-10,C-510,Female,39,Beauty,4,50,200,Summer
511,2023-08-12,C-511,Male,45,Beauty,2,50,100,Summer
512,2023-11-07,C-512,Female,57,Beauty,1,25,25,Fall
513,2023-09-19,C-513,Male,24,Electronics,4,25,100,Fall
514,2023-03-01,C-514,Female,18,Electronics,1,300,300,Spring
515,2023-07-17,C-515,Female,49,Clothing,3,300,900,Summer
516,2023-10-23,C-516,Male,30,Beauty,4,25,100,Fall
517,2023-04-08,C-517,Female,47,Clothing,4,25,100,Spring
518,2023-05-11,C-518,Female,40,Clothing,1,30,30,Spring
519,2023-01-23,C-519,Female,36,Electronics,4,30,120,Winter
520,2023-12-29,C-520,Female,49,Electronics,4,25,100,Winter
521,2023-08-12,C-521,Female,47,Clothing,4,30,120,Summer
522,2023-01-01,C-522,Male,46,Beauty,3,500,1500,Winter
523,2023-09-24,C-523,Female,62,Electronics,1,300,300,Fall
524,2023-10-03,C-524,Male,46,Beauty,4,300,1200,Fall
525,2023-12-18,C-525,Female,47,Beauty,2,25,50,Winter
526,2023-12-10,C-526,Male,33,Clothing,2,50,100,Winter
527,2023-04-11,C-527,Male,57,Clothing,2,25,50,Spring
528,2023-07-06,C-528,Female,36,Clothing,2,30,60,Summer
529,2023-08-09,C-529,Female,35,Clothing,3,50,150,Summer
530,2023-02-05,C-530,Female,18,Electronics,4,30,120,Winter
531,2023-12-07,C-531,Male,31,Electronics,1,500,500,Winter
532,2023-06-19,C-532,Female,64,Clothing,4,30,120,Summer
533,2023-11-16,C-533,Male,19,Electronics,3,500,1500,Fall
534,2023-06-10,C-534,Male,45,Clothing,2,500,1000,Summer
535,2023-12-06,C-535,Male,47,Beauty,3,30,90,Winter
536,2023-03-05,C-536,Female,55,Beauty,4,30,120,Spring
537,2023-06-03,C-537,Female,21,Beauty,1,500,500,Summer
538,2023-09-17,C-538,Male,18,Clothing,3,50,150,Fall
539,2023-06-08,C-539,Male,25,Beauty,1,500,500,Summer
540,2023-12-08,C-540,Female,46,Electronics,3,300,900,Winter
541,2023-07-29,C-541,Male,56,Beauty,1,500,500,Summer
542,2023-06-17,C-542,Female,20,Beauty,1,50,50,Summer
543,2023-07-26,C-543,Male,49,Beauty,2,300,600,Summer
544,2023-12-23,C-544,Female,27,Electronics,1,25,25,Winter
545,2023-06-01,C-545,Male,27,Clothing,2,25,50,Summer
546,2023-10-11,C-546,Female,36,Electronics,4,50,200,Fall
547,2023-03-07,C-547,Male,63,Clothing,4,500,2000,Spring
548,2023-04-09,C-548,Female,51,Clothing,2,30,60,Spring
549,2023-08-04,C-549,Female,50,Beauty,2,50,100,Summer
550,2023-12-07,C-550,Male,40,Clothing,3,300,900,Winter
551,2023-07-14,C-551,Male,45,Electronics,3,300,900,Summer
552,2023-12-13,C-552,Female,49,Electronics,3,25,75,Winter
553,2023-03-31,C-553,Male,24,Clothing,4,300,1200,Spring
554,2023-11-12,C-554,Female,46,Beauty,3,50,150,Fall
555,2023-10-19,C-555,Male,25,Beauty,1,300,300,Fall
556,2023-06-04,C-556,Female,18,Electronics,1,50,50,Summer
557,2023-07-27,C-557,Female,20,Beauty,3,30,90,Summer
558,2023-10-08,C-558,Female,41,Clothing,1,25,25,Fall
559,2023-01-01,C-559,Female,40,Clothing,4,300,1200,Winter
560,2023-06-05,C-560,Female,25,Electronics,1,50,50,Summer
561,2023-05-27,C-561,Female,64,Clothing,4,500,2000,Spring
562,2023-04-18,C-562,Male,54,Electronics,2,25,50,Spring
563,2023-08-09,C-563,Male,20,Clothing,2,30,60,Summer
564,2023-10-24,C-564,Male,50,Electronics,2,50,100,Fall
565,2023-11-07,C-565,Female,45,Beauty,2,30,60,Fall
566,2023-12-02,C-566,Female,64,Clothing,1,30,30,Winter
567,2023-06-14,C-567,Female,25,Clothing,3,300,900,Summer
568,2023-08-27,C-568,Female,51,Electronics,1,300,300,Summer
569,2023-08-15,C-569,Male,52,Electronics,4,50,200,Summer
570,2023-08-15,C-570,Male,49,Clothing,1,500,500,Summer
571,2023-12-12,C-571,Female,41,Electronics,1,50,50,Winter
572,2023-04-20,C-572,Male,31,Clothing,4,500,2000,Spring
573,2023-09-19,C-573,Male,49,Beauty,2,30,60,Fall
574,2023-08-31,C-574,Female,63,Electronics,2,25,50,Summer
575,2023-03-28,C-575,Male,60,Clothing,2,50,100,Spring
576,2023-12-04,C-576,Female,33,Beauty,3,50,150,Winter
577,2023-02-13,C-577,Male,21,Beauty,4,500,2000,Winter
578,2023-05-26,C-578,Female,54,Clothing,4,30,120,Spring
579,2023-09-21,C-579,Female,38,Electronics,1,30,30,Fall
580,2023-12-06,C-580,Female,31,Clothing,3,500,1500,Winter
581,2023-11-21,C-581,Female,48,Beauty,2,30,60,Fall
582,2023-11-14,C-582,Male,35,Clothing,3,300,900,Fall
583,2023-06-21,C-583,Female,24,Electronics,4,25,100,Summer
584,2023-02-17,C-584,Female,27,Beauty,4,50,200,Winter
585,2023-05-01,C-585,Female,24,Clothing,1,25,25,Spring
586,2023-12-11,C-586,Male,50,Electronics,1,50,50,Winter
587,2023-06-08,C-587,Female,40,Beauty,4,300,1200,Summer
588,2023-04-26,C-588,Male,38,Electronics,2,30,60,Spring
589,2023-04-12,C-589,Female,36,Beauty,2,500,1000,Spring
590,2023-03-17,C-590,Male,36,Clothing,3,300,900,Spring
591,2023-01-13,C-591,Male,53,Electronics,4,25,100,Winter
592,2023-01-24,C-592,Female,46,Beauty,4,500,2000,Winter
593,2023-05-06,C-593,Male,35,Electronics,2,30,60,Spring
594,2023-09-01,C-594,Female,19,Electronics,2,300,600,Fall
595,2023-11-09,C-595,Female,18,Clothing,4,500,2000,Fall
596,2023-02-07,C-596,Female,64,Electronics,1,300,300,Winter
597,2023-08-22,C-597,Male,22,Beauty,4,300,1200,Summer
598,2023-08-01,C-598,Male,37,Beauty,4,30,120,Summer
599,2023-11-19,C-599,Female,28,Beauty,2,50,100,Fall
600,2023-10-22,C-600,Female,59,Beauty,2,500,1000,Fall
601,2023-04-10,C-601,Male,19,Clothing,1,30,30,Spring
602,2023-12-23,C-602,Female,20,Electronics,1,300,300,Winter
603,2023-07-16,C-603,Female,40,Clothing,3,30,90,Summer
604,2023-09-11,C-604,Female,29,Electronics,4,50,200,Fall
605,2023-07-24,C-605,Male,37,Electronics,2,500,1000,Summer
606,2023-05-05,C-606,Male,22,Electronics,1,50,50,Spring
607,2023-03-17,C-607,Male,54,Clothing,3,25,75,Spring
608,2023-12-02,C-608,Female,55,Electronics,3,500,1500,Winter
609,2023-12-19,C-609,Female,47,Clothing,2,50,100,Winter
610,2023-01-03,C-610,Female,26,Beauty,2,300,600,Winter
611,2023-02-24,C-611,Male,51,Beauty,3,500,1500,Winter
612,2023-08-06,C-612,Female,61,Electronics,1,500,500,Summer
613,2023-04-23,C-613,Female,52,Clothing,3,30,90,Spring
614,2023-04-01,C-614,Female,39,Beauty,4,300,1200,Spring
615,2023-12-23,C-615,Female,61,Clothing,4,25,100,Winter
616,2023-09-23,C-616,Male,41,Clothing,2,50,100,Fall
617,2023-08-26,C-617,Male,34,Electronics,1,30,30,Summer
618,2023-01-26,C-618,Female,27,Beauty,1,50,50,Winter
619,2023-10-13,C-619,Male,47,Electronics,4,25,100,Fall
620,2023-05-08,C-620,Male,63,Electronics,3,25,75,Spring
621,2023-03-04,C-621,Female,40,Beauty,2,500,1000,Spring
622,2023-08-22,C-622,Female,49,Beauty,3,25,75,Summer
623,2023-03-10,C-623,Male,34,Clothing,3,50,150,Spring
624,2023-08-26,C-624,Female,34,Beauty,3,300,900,Summer
625,2023-12-08,C-625,Male,31,Clothing,1,300,300,Winter
626,2023-09-29,C-626,Female,26,Clothing,4,500,2000,Fall
627,2023-10-14,C-627,Male,57,Clothing,1,50,50,Fall
628,2023-11-01,C-628,Female,19,Beauty,4,50,200,Fall
629,2023-06-12,C-629,Male,62,Electronics,2,25,50,Summer
630,2023-08-15,C-630,Male,42,Clothing,2,50,100,Summer
631,2023-11-10,C-631,Male,56,Electronics,3,30,90,Fall
632,2023-09-16,C-632,Female,26,Electronics,4,25,100,Fall
633,2023-08-07,C-633,Male,39,Beauty,4,30,120,Summer
634,2023-10-08,C-634,Male,60,Electronics,4,500,2000,Fall
635,2023-08-17,C-635,Female,63,Electronics,3,300,900,Summer
636,2023-03-23,C-636,Female,21,Beauty,3,500,1500,Spring
637,2023-09-01,C-637,Male,43,Clothing,2,300,600,Fall
638,2023-08-19,C-638,Male,46,Electronics,1,500,500,Summer
639,2023-05-13,C-639,Female,62,Beauty,4,50,200,Spring
640,2023-05-07,C-640,Female,51,Electronics,4,30,120,Spring
641,2023-11-23,C-641,Female,40,Electronics,1,300,300,Fall
642,2023-05-22,C-642,Female,54,Clothing,4,25,100,Spring
643,2023-09-24,C-643,Female,28,Electronics,3,30,90,Fall
644,2023-09-06,C-644,Male,23,Beauty,3,25,75,Fall
645,2023-11-17,C-645,Female,35,Electronics,4,30,120,Fall
646,2023-05-03,C-646,Male,38,Clothing,3,30,90,Spring
647,2023-05-21,C-647,Male,59,Clothing,3,500,1500,Spring
648,2023-08-14,C-648,Male,53,Beauty,4,300,1200,Summer
649,2023-02-09,C-649,Female,58,Clothing,2,300,600,Winter
650,2024-01-01,C-650,Male,55,Electronics,1,30,30,Winter
651,2023-05-27,C-651,Male,51,Clothing,3,50,150,Spring
652,2023-05-01,C-652,Female,34,Beauty,2,50,100,Spring
653,2023-05-20,C-653,Male,54,Clothing,3,25,75,Spring
654,2023-06-21,C-654,Male,42,Clothing,3,25,75,Summer
655,2023-06-13,C-655,Female,55,Clothing,1,500,500,Summer
656,2023-10-04,C-656,Male,29,Beauty,3,30,90,Fall
657,2023-02-11,C-657,Male,40,Clothing,1,25,25,Winter
658,2023-03-12,C-658,Male,59,Clothing,1,25,25,Spring
659,2023-03-19,C-659,Female,39,Electronics,1,30,30,Spring
660,2023-04-29,C-660,Female,38,Beauty,2,500,1000,Spring
661,2023-07-16,C-661,Female,44,Clothing,4,25,100,Summer
662,2023-12-22,C-662,Male,48,Beauty,2,500,1000,Winter
663,2023-03-20,C-663,Male,23,Clothing,4,300,1200,Spring
664,2023-12-28,C-664,Female,44,Clothing,4,500,2000,Winter
665,2023-04-20,C-665,Male,57,Clothing,1,50,50,Spring
666,2023-02-02,C-666,Male,51,Electronics,3,50,150,Winter
667,2023-08-01,C-667,Female,29,Electronics,1,500,500,Summer
668,2023-07-28,C-668,Female,62,Electronics,3,50,150,Summer
669,2023-06-19,C-669,Male,24,Beauty,4,300,1200,Summer
670,2023-10-05,C-670,Male,27,Beauty,1,30,30,Fall
671,2023-08-27,C-671,Male,62,Electronics,3,50,150,Summer
672,2023-08-01,C-672,Female,34,Beauty,2,50,100,Summer
673,2023-02-01,C-673,Female,43,Clothing,3,500,1500,Winter
674,2023-04-16,C-674,Female,38,Clothing,1,300,300,Spring
675,2023-08-04,C-675,Female,45,Clothing,2,30,60,Summer
676,2023-07-19,C-676,Male,63,Electronics,3,500,1500,Summer
677,2023-10-27,C-677,Female,19,Beauty,3,500,1500,Fall
678,2023-12-23,C-678,Female,60,Electronics,3,300,900,Winter
679,2023-01-11,C-679,Female,18,Beauty,3,30,90,Winter
680,2023-10-22,C-680,Female,53,Clothing,3,300,900,Fall
681,2023-07-14,C-681,Female,43,Electronics,2,30,60,Summer
682,2023-09-02,C-682,Male,46,Beauty,4,300,1200,Fall
683,2023-01-04,C-683,Male,38,Beauty,2,500,1000,Winter
684,2023-06-30,C-684,Female,28,Clothing,2,500,1000,Summer
685,2023-06-02,C-685,Male,57,Electronics,2,25,50,Summer
686,2023-07-19,C-686,Female,28,Electronics,4,50,200,Summer
687,2023-08-03,C-687,Female,53,Electronics,1,300,300,Summer
688,2023-10-03,C-688,Male,56,Clothing,4,25,100,Fall
689,2023-10-07,C-689,Male,57,Electronics,2,50,100,Fall
690,2023-11-05,C-690,Female,52,Clothing,3,300,900,Fall
691,2023-04-23,C-691,Female,51,Clothing,3,30,90,Spring
692,2023-09-07,C-692,Female,64,Clothing,2,50,100,Fall
693,2023-04-23,C-693,Male,41,Beauty,3,500,1500,Spring
694,2023-05-20,C-694,Female,39,Electronics,2,25,50,Spring
695,2023-08-12,C-695,Female,22,Electronics,3,50,150,Summer
696,2023-09-06,C-696,Female,50,Clothing,4,50,200,Fall
697,2023-01-15,C-697,Male,53,Clothing,1,500,500,Winter
698,2023-07-19,C-698,Female,64,Electronics,1,300,300,Summer
699,2023-06-22,C-699,Female,37,Clothing,4,30,120,Summer
700,2023-12-09,C-700,Male,36,Electronics,4,500,2000,Winter
701,2023-12-14,C-701,Female,52,Beauty,2,30,60,Winter
702,2023-07-27,C-702,Female,60,Clothing,2,300,600,Summer
703,2023-03-26,C-703,Male,34,Electronics,2,50,100,Spring
704,2023-08-28,C-704,Female,62,Clothing,3,30,90,Summer
705,2023-03-07,C-705,Male,60,Electronics,2,25,50,Spring
706,2023-11-15,C-706,Male,51,Electronics,4,25,100,Fall
707,2023-10-01,C-707,Female,26,Clothing,1,500,500,Fall
708,2023-01-14,C-708,Female,43,Beauty,3,300,900,Winter
709,2023-07-21,C-709,Female,19,Electronics,2,500,1000,Summer
710,2023-10-31,C-710,Female,26,Electronics,3,500,1500,Fall
711,2023-10-16,C-711,Male,26,Electronics,3,500,1500,Fall
712,2023-12-06,C-712,Female,57,Beauty,2,25,50,Winter
713,2023-01-14,C-713,Male,34,Beauty,3,25,75,Winter
714,2023-02-12,C-714,Female,18,Clothing,1,500,500,Winter
715,2023-11-26,C-715,Female,42,Beauty,4,25,100,Fall
716,2023-08-08,C-716,Female,60,Clothing,4,300,1200,Summer
717,2023-03-11,C-717,Male,57,Clothing,1,500,500,Spring
718,2023-08-25,C-718,Female,59,Beauty,3,25,75,Summer
719,2023-04-04,C-719,Female,42,Clothing,2,30,60,Spring
720,2023-01-26,C-720,Female,56,Beauty,3,500,1500,Winter
721,2023-05-14,C-721,Female,52,Clothing,1,500,500,Spring
722,2023-07-14,C-722,Male,20,Beauty,3,300,900,Summer
723,2023-06-17,C-723,Female,54,Beauty,4,50,200,Summer
724,2023-04-19,C-724,Male,61,Clothing,3,50,150,Spring
725,2023-08-21,C-725,Male,61,Electronics,1,300,300,Summer
726,2023-06-17,C-726,Male,47,Clothing,4,300,1200,Summer
727,2023-06-22,C-727,Male,55,Beauty,3,300,900,Summer
728,2023-07-14,C-728,Male,51,Electronics,3,50,150,Summer
729,2023-05-23,C-729,Male,29,Clothing,4,300,1200,Spring
730,2023-08-04,C-730,Female,36,Clothing,2,25,50,Summer
731,2023-05-10,C-731,Male,54,Clothing,4,500,2000,Spring
732,2023-02-11,C-732,Male,61,Electronics,2,500,1000,Winter
733,2023-08-29,C-733,Male,34,Beauty,1,30,30,Summer
734,2023-01-10,C-734,Female,27,Clothing,1,30,30,Winter
735,2023-10-04,C-735,Female,64,Clothing,4,500,2000,Fall
736,2023-01-27,C-736,Male,29,Clothing,4,25,100,Winter
737,2023-06-29,C-737,Female,33,Clothing,1,50,50,Summer
738,2023-04-25,C-738,Male,41,Clothing,2,50,100,Spring
739,2023-11-29,C-739,Male,36,Beauty,1,25,25,Fall
740,2023-02-05,C-740,Female,25,Beauty,4,50,200,Winter
741,2023-11-30,C-741,Male,48,Clothing,1,300,300,Fall
742,2023-01-21,C-742,Female,38,Electronics,4,500,2000,Winter
743,2023-01-16,C-743,Female,34,Beauty,4,500,2000,Winter
744,2023-05-07,C-744,Male,40,Electronics,1,25,25,Spring
745,2023-04-13,C-745,Male,54,Beauty,2,50,100,Spring
746,2023-01-11,C-746,Female,33,Clothing,3,30,90,Winter
747,2023-11-15,C-747,Male,23,Beauty,1,30,30,Fall
748,2023-03-20,C-748,Male,25,Clothing,3,50,150,Spring
749,2023-05-03,C-749,Male,42,Beauty,1,30,30,Spring
750,2023-03-06,C-750,Female,35,Clothing,3,25,75,Spring
751,2023-08-31,C-751,Female,42,Clothing,2,25,50,Summer
752,2023-12-09,C-752,Male,29,Clothing,2,50,100,Winter
753,2023-02-28,C-753,Female,32,Clothing,1,30,30,Winter
754,2023-10-16,C-754,Female,43,Electronics,4,25,100,Fall
755,2023-04-22,C-755,Female,58,Clothing,3,25,75,Spring
756,2023-08-27,C-756,Female,62,Electronics,4,300,1200,Summer
757,2023-12-25,C-757,Female,43,Electronics,4,300,1200,Winter
758,2023-05-12,C-758,Male,64,Clothing,4,25,100,Spring
759,2023-07-08,C-759,Male,49,Electronics,2,50,100,Summer
760,2023-03-27,C-760,Male,27,Beauty,1,500,500,Spring
761,2023-11-07,C-761,Female,33,Clothing,1,500,500,Fall
762,2023-11-07,C-762,Female,24,Electronics,2,25,50,Fall
763,2023-02-28,C-763,Male,34,Clothing,2,25,50,Winter
764,2023-03-25,C-764,Female,40,Clothing,1,25,25,Spring
765,2023-06-09,C-765,Male,43,Clothing,4,50,200,Summer
766,2023-02-25,C-766,Male,38,Electronics,3,300,900,Winter
767,2023-10-24,C-767,Male,39,Beauty,3,25,75,Fall
768,2023-01-14,C-768,Female,24,Beauty,3,25,75,Winter
769,2023-06-09,C-769,Female,31,Electronics,4,30,120,Summer
770,2023-10-22,C-770,Male,32,Clothing,1,50,50,Fall
771,2023-12-13,C-771,Male,24,Electronics,2,25,50,Winter
772,2023-07-12,C-772,Male,26,Electronics,1,30,30,Summer
773,2023-07-23,C-773,Male,25,Electronics,4,500,2000,Summer
774,2023-04-12,C-774,Female,40,Clothing,2,25,50,Spring
775,2023-02-08,C-775,Female,46,Electronics,4,25,100,Winter
776,2023-10-31,C-776,Male,35,Clothing,3,30,90,Fall
777,2023-12-20,C-777,Male,48,Electronics,3,50,150,Winter
778,2023-11-18,C-778,Female,47,Beauty,4,25,100,Fall
779,2023-05-05,C-779,Female,56,Electronics,2,500,1000,Spring
780,2023-02-22,C-780,Male,52,Electronics,2,25,50,Winter
781,2023-12-23,C-781,Male,35,Beauty,1,500,500,Winter
782,2023-06-04,C-782,Male,59,Clothing,3,300,900,Summer
783,2023-12-17,C-783,Female,56,Clothing,1,300,300,Winter
784,2023-11-04,C-784,Female,34,Electronics,1,500,500,Fall
785,2023-03-03,C-785,Female,31,Beauty,4,50,200,Spring
786,2023-10-17,C-786,Male,48,Clothing,4,25,100,Fall
787,2023-01-22,C-787,Male,41,Electronics,1,25,25,Winter
788,2023-06-27,C-788,Female,52,Beauty,3,300,900,Summer
789,2023-09-30,C-789,Female,61,Clothing,4,500,2000,Fall
790,2023-08-08,C-790,Male,62,Clothing,1,25,25,Summer
791,2023-12-05,C-791,Female,51,Beauty,1,25,25,Winter
792,2023-07-09,C-792,Female,20,Beauty,1,50,50,Summer
793,2023-02-05,C-793,Male,54,Beauty,1,30,30,Winter
794,2023-09-17,C-794,Female,60,Beauty,1,300,300,Fall
795,2023-11-28,C-795,Male,57,Electronics,1,300,300,Fall
796,2023-06-24,C-796,Male,43,Beauty,4,30,120,Summer
797,2023-01-07,C-797,Male,40,Clothing,3,25,75,Winter
798,2023-08-04,C-798,Male,61,Clothing,1,50,50,Summer
799,2023-09-08,C-799,Male,56,Electronics,2,50,100,Fall
800,2023-02-24,C-800,Male,32,Clothing,4,300,1200,Winter
801,2023-08-10,C-801,Male,21,Clothing,4,50,200,Summer
802,2023-07-05,C-802,Female,46,Beauty,1,30,30,Summer
803,2023-11-22,C-803,Male,39,Clothing,4,25,100,Fall
804,2023-08-24,C-804,Male,42,Electronics,1,30,30,Summer
805,2023-12-29,C-805,Female,30,Beauty,3,500,1500,Winter
806,2023-03-20,C-806,Female,35,Beauty,3,300,900,Spring
807,2023-08-11,C-807,Female,50,Electronics,4,50,200,Summer
808,2023-04-01,C-808,Male,33,Beauty,4,500,2000,Spring
809,2023-09-25,C-809,Female,62,Beauty,2,50,100,Fall
810,2023-11-30,C-810,Male,59,Electronics,4,25,100,Fall
811,2023-05-19,C-811,Male,61,Beauty,2,25,50,Spring
812,2023-11-12,C-812,Male,19,Electronics,3,25,75,Fall
813,2023-10-03,C-813,Male,52,Electronics,3,50,150,Fall
814,2023-09-05,C-814,Female,59,Clothing,1,500,500,Fall
815,2023-08-27,C-815,Female,51,Clothing,3,25,75,Summer
816,2023-08-12,C-816,Male,47,Beauty,2,500,1000,Summer
817,2023-10-31,C-817,Male,30,Beauty,4,50,200,Fall
818,2023-05-18,C-818,Male,30,Electronics,1,500,500,Spring
819,2023-06-15,C-819,Female,35,Beauty,2,50,100,Summer
820,2023-05-06,C-820,Male,49,Electronics,4,50,200,Spring
821,2023-02-14,C-821,Male,49,Electronics,1,300,300,Winter
822,2023-05-23,C-822,Female,52,Beauty,3,50,150,Spring
823,2023-08-19,C-823,Female,56,Electronics,2,50,100,Summer
824,2023-05-05,C-824,Male,63,Clothing,4,30,120,Spring
825,2023-08-26,C-825,Female,46,Beauty,1,25,25,Summer
826,2023-10-19,C-826,Female,46,Clothing,1,300,300,Fall
827,2023-11-09,C-827,Male,61,Beauty,3,300,900,Fall
828,2023-12-09,C-828,Female,33,Electronics,4,300,1200,Winter
829,2023-07-14,C-829,Male,61,Beauty,3,30,90,Summer
830,2023-06-22,C-830,Female,64,Clothing,3,50,150,Summer
831,2023-01-15,C-831,Male,27,Electronics,4,25,100,Winter
832,2023-09-11,C-832,Male,47,Beauty,4,500,2000,Fall
833,2023-06-16,C-833,Male,42,Beauty,4,50,200,Summer
834,2023-04-04,C-834,Female,56,Beauty,2,30,60,Spring
835,2023-09-07,C-835,Male,37,Clothing,4,50,200,Fall
836,2023-04-19,C-836,Female,22,Clothing,1,50,50,Spring
837,2023-07-01,C-837,Male,18,Beauty,3,30,90,Summer
838,2023-05-13,C-838,Male,47,Electronics,2,300,600,Spring
